ticker,engine,htf,side,min_strength,config,trades,longs,shorts,win_rate_pct,profit_factor,return_pct,buy_hold_pct,max_dd_pct
22UA.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,14,2,12,14.3,0.03,-74.3,26.5,-74.3
22UA.DE,classic4,none,long,0,classic4 / none / long / str>=0,8,8,0,12.5,0.12,-45.7,26.5,-62.8
22UA.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,18,8,10,11.1,0.24,-66.3,26.5,-76.9
22UA.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,2,2,0,0.0,0.0,-24.9,26.5,-36.9
22UA.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,2,2,0,0.0,0.0,-24.9,26.5,-36.9
22UA.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,2,2,0,0.0,0.0,-24.9,26.5,-36.9
22UA.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,2,2,0,0.0,0.0,-24.9,26.5,-36.9
22UA.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,2,2,0,0.0,0.0,-24.9,26.5,-36.9
22UA.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,8,2,6,0.0,0.0,-55.2,26.5,-62.4
2GB.DE,adaptive,none,long,0,adaptive / none / long / str>=0,34,34,0,41.2,1.79,107.5,1204.4,-54.2
2GB.DE,adaptive,none,long,4,adaptive / none / long / str>=4,9,9,0,44.4,1.45,8.2,1204.4,-53.7
2GB.DE,adaptive,none,long+short,0,adaptive / none / long+short / str>=0,52,34,18,40.4,1.4,32.6,1204.4,-69.2
2GB.DE,adaptive,none,long+short,4,adaptive / none / long+short / str>=4,12,9,3,41.7,1.23,-3.7,1204.4,-58.8
2GB.DE,adaptive,W-adx+rsi,long,0,adaptive / W-adx+rsi / long / str>=0,12,12,0,25.0,0.59,-40.2,1204.4,-58.6
2GB.DE,adaptive,W-adx+rsi,long,4,adaptive / W-adx+rsi / long / str>=4,4,4,0,25.0,0.24,-31.9,1204.4,-31.9
2GB.DE,adaptive,W-adx+rsi,long+short,0,adaptive / W-adx+rsi / long+short / str>=0,15,12,3,26.7,0.54,-47.5,1204.4,-61.8
2GB.DE,adaptive,W-adx+rsi,long+short,4,adaptive / W-adx+rsi / long+short / str>=4,4,4,0,25.0,0.24,-31.9,1204.4,-31.9
2GB.DE,adaptive,W-adx,long,0,adaptive / W-adx / long / str>=0,12,12,0,25.0,0.59,-40.2,1204.4,-58.6
2GB.DE,adaptive,W-adx,long,4,adaptive / W-adx / long / str>=4,4,4,0,25.0,0.24,-31.9,1204.4,-31.9
2GB.DE,adaptive,W-adx,long+short,0,adaptive / W-adx / long+short / str>=0,15,12,3,26.7,0.54,-47.5,1204.4,-61.8
2GB.DE,adaptive,W-adx,long+short,4,adaptive / W-adx / long+short / str>=4,4,4,0,25.0,0.24,-31.9,1204.4,-31.9
2GB.DE,adaptive,W-rsi,long,0,adaptive / W-rsi / long / str>=0,23,23,0,30.4,0.76,-45.4,1204.4,-65.0
2GB.DE,adaptive,W-rsi,long,4,adaptive / W-rsi / long / str>=4,8,8,0,37.5,0.57,-29.3,1204.4,-49.2
2GB.DE,adaptive,W-rsi,long+short,0,adaptive / W-rsi / long+short / str>=0,33,23,10,27.3,0.59,-67.9,1204.4,-78.4
2GB.DE,adaptive,W-rsi,long+short,4,adaptive / W-rsi / long+short / str>=4,10,8,2,30.0,0.47,-38.3,1204.4,-55.6
2GB.DE,adaptive,M-adx+rsi,long,0,adaptive / M-adx+rsi / long / str>=0,25,25,0,32.0,1.51,30.7,1204.4,-59.7
2GB.DE,adaptive,M-adx+rsi,long,4,adaptive / M-adx+rsi / long / str>=4,7,7,0,28.6,1.18,-7.0,1204.4,-58.0
2GB.DE,adaptive,M-adx+rsi,long+short,0,adaptive / M-adx+rsi / long+short / str>=0,25,25,0,32.0,1.51,30.7,1204.4,-59.7
2GB.DE,adaptive,M-adx+rsi,long+short,4,adaptive / M-adx+rsi / long+short / str>=4,7,7,0,28.6,1.18,-7.0,1204.4,-58.0
2GB.DE,classic1.5,none,long,0,classic1.5 / none / long / str>=0,58,58,0,34.5,1.03,-29.2,1204.4,-75.4
2GB.DE,classic1.5,none,long+short,0,classic1.5 / none / long+short / str>=0,77,58,19,37.7,1.02,-35.2,1204.4,-75.3
2GB.DE,classic1.5,W-adx+rsi,long,0,classic1.5 / W-adx+rsi / long / str>=0,24,24,0,33.3,0.39,-54.8,1204.4,-63.6
2GB.DE,classic1.5,W-adx+rsi,long+short,0,classic1.5 / W-adx+rsi / long+short / str>=0,27,24,3,33.3,0.39,-56.6,1204.4,-64.4
2GB.DE,classic1.5,W-adx,long,0,classic1.5 / W-adx / long / str>=0,24,24,0,33.3,0.39,-54.8,1204.4,-63.6
2GB.DE,classic1.5,W-adx,long+short,0,classic1.5 / W-adx / long+short / str>=0,27,24,3,33.3,0.39,-56.6,1204.4,-64.4
2GB.DE,classic1.5,W-rsi,long,0,classic1.5 / W-rsi / long / str>=0,42,42,0,31.0,0.73,-50.3,1204.4,-70.4
2GB.DE,classic1.5,W-rsi,long+short,0,classic1.5 / W-rsi / long+short / str>=0,51,42,9,31.4,0.68,-60.2,1204.4,-75.8
2GB.DE,classic1.5,M-adx+rsi,long,0,classic1.5 / M-adx+rsi / long / str>=0,43,43,0,32.6,0.92,-35.8,1204.4,-68.9
2GB.DE,classic1.5,M-adx+rsi,long+short,0,classic1.5 / M-adx+rsi / long+short / str>=0,43,43,0,32.6,0.92,-35.8,1204.4,-68.9
2GB.DE,classic2,none,long,0,classic2 / none / long / str>=0,38,38,0,36.8,1.37,16.7,1204.4,-53.2
2GB.DE,classic2,none,long+short,0,classic2 / none / long+short / str>=0,52,38,14,40.4,1.25,0.4,1204.4,-55.7
2GB.DE,classic2,W-adx+rsi,long,0,classic2 / W-adx+rsi / long / str>=0,14,14,0,14.3,0.16,-56.7,1204.4,-59.7
2GB.DE,classic2,W-adx+rsi,long+short,0,classic2 / W-adx+rsi / long+short / str>=0,16,14,2,12.5,0.13,-64.0,1204.4,-66.3
2GB.DE,classic2,W-adx,long,0,classic2 / W-adx / long / str>=0,14,14,0,14.3,0.16,-56.7,1204.4,-59.7
2GB.DE,classic2,W-adx,long+short,0,classic2 / W-adx / long+short / str>=0,16,14,2,12.5,0.13,-64.0,1204.4,-66.3
2GB.DE,classic2,W-rsi,long,0,classic2 / W-rsi / long / str>=0,23,23,0,26.1,0.64,-44.3,1204.4,-58.3
2GB.DE,classic2,W-rsi,long+short,0,classic2 / W-rsi / long+short / str>=0,28,23,5,28.6,0.56,-56.1,1204.4,-63.9
2GB.DE,classic2,M-adx+rsi,long,0,classic2 / M-adx+rsi / long / str>=0,28,28,0,28.6,1.18,-10.9,1204.4,-55.1
2GB.DE,classic2,M-adx+rsi,long+short,0,classic2 / M-adx+rsi / long+short / str>=0,28,28,0,28.6,1.18,-10.9,1204.4,-55.1
2GB.DE,classic3,none,long,0,classic3 / none / long / str>=0,23,23,0,60.9,3.53,297.3,1204.4,-43.9
2GB.DE,classic3,none,long+short,0,classic3 / none / long+short / str>=0,34,23,11,44.1,1.82,96.9,1204.4,-71.6
2GB.DE,classic3,W-adx+rsi,long,0,classic3 / W-adx+rsi / long / str>=0,3,3,0,66.7,0.47,-6.5,1204.4,-24.0
2GB.DE,classic3,W-adx+rsi,long+short,0,classic3 / W-adx+rsi / long+short / str>=0,5,3,2,40.0,0.17,-23.4,1204.4,-36.4
2GB.DE,classic3,W-adx,long,0,classic3 / W-adx / long / str>=0,3,3,0,66.7,0.47,-6.5,1204.4,-24.0
2GB.DE,classic3,W-adx,long+short,0,classic3 / W-adx / long+short / str>=0,5,3,2,40.0,0.17,-23.4,1204.4,-36.4
2GB.DE,classic3,W-rsi,long,0,classic3 / W-rsi / long / str>=0,12,12,0,58.3,0.9,-11.3,1204.4,-42.8
2GB.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,20,12,8,35.0,0.44,-48.9,1204.4,-66.4
2GB.DE,classic3,M-adx+rsi,long,0,classic3 / M-adx+rsi / long / str>=0,14,14,0,50.0,2.69,119.9,1204.4,-56.5
2GB.DE,classic3,M-adx+rsi,long+short,0,classic3 / M-adx+rsi / long+short / str>=0,14,14,0,50.0,2.69,119.9,1204.4,-56.5
2GB.DE,classic4,none,long,0,classic4 / none / long / str>=0,17,17,0,47.1,2.74,126.1,1204.4,-51.3
2GB.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,29,17,12,34.5,1.1,-22.6,1204.4,-79.1
2GB.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,3,3,0,33.3,1.75,8.5,1204.4,-41.8
2GB.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,5,3,2,20.0,0.88,-13.6,1204.4,-50.7
2GB.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,3,3,0,33.3,1.75,8.5,1204.4,-41.8
2GB.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,5,3,2,20.0,0.88,-13.6,1204.4,-50.7
2GB.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,12,12,0,41.7,3.29,118.3,1204.4,-50.7
2GB.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,20,12,8,30.0,1.37,6.8,1204.4,-74.3
2GB.DE,classic4,M-adx+rsi,long,0,classic4 / M-adx+rsi / long / str>=0,9,9,0,66.7,3.6,94.3,1204.4,-41.4
2GB.DE,classic4,M-adx+rsi,long+short,0,classic4 / M-adx+rsi / long+short / str>=0,9,9,0,66.7,3.6,94.3,1204.4,-41.4
ADN1.DE,adaptive,none,long,0,adaptive / none / long / str>=0,27,27,0,22.2,1.01,-24.0,17.4,-59.7
ADN1.DE,adaptive,none,long,4,adaptive / none / long / str>=4,7,7,0,42.9,1.75,15.4,17.4,-27.6
ADN1.DE,adaptive,none,long+short,0,adaptive / none / long+short / str>=0,60,27,33,30.0,0.94,-50.1,17.4,-66.0
ADN1.DE,adaptive,none,long+short,4,adaptive / none / long+short / str>=4,23,7,16,39.1,1.6,31.7,17.4,-42.1
ADN1.DE,adaptive,W-adx+rsi,long,0,adaptive / W-adx+rsi / long / str>=0,11,11,0,45.5,3.29,82.1,17.4,-29.6
ADN1.DE,adaptive,W-adx+rsi,long,4,adaptive / W-adx+rsi / long / str>=4,5,5,0,40.0,2.28,22.5,17.4,-24.6
ADN1.DE,adaptive,W-adx+rsi,long+short,0,adaptive / W-adx+rsi / long+short / str>=0,22,11,11,40.9,1.39,9.6,17.4,-51.1
ADN1.DE,adaptive,W-adx+rsi,long+short,4,adaptive / W-adx+rsi / long+short / str>=4,8,5,3,37.5,1.94,24.0,17.4,-25.3
ADN1.DE,adaptive,W-adx,long,0,adaptive / W-adx / long / str>=0,12,12,0,41.7,2.62,65.0,17.4,-36.2
ADN1.DE,adaptive,W-adx,long,4,adaptive / W-adx / long / str>=4,5,5,0,40.0,2.28,22.5,17.4,-24.6
ADN1.DE,adaptive,W-adx,long+short,0,adaptive / W-adx / long+short / str>=0,24,12,12,37.5,1.19,-9.4,17.4,-51.1
ADN1.DE,adaptive,W-adx,long+short,4,adaptive / W-adx / long+short / str>=4,8,5,3,37.5,1.94,24.0,17.4,-25.3
ADN1.DE,adaptive,W-rsi,long,0,adaptive / W-rsi / long / str>=0,18,18,0,33.3,1.48,14.7,17.4,-48.0
ADN1.DE,adaptive,W-rsi,long,4,adaptive / W-rsi / long / str>=4,7,7,0,42.9,1.75,15.4,17.4,-27.6
ADN1.DE,adaptive,W-rsi,long+short,0,adaptive / W-rsi / long+short / str>=0,41,18,23,39.0,1.3,7.6,17.4,-51.7
ADN1.DE,adaptive,W-rsi,long+short,4,adaptive / W-rsi / long+short / str>=4,18,7,11,44.4,2.24,63.1,17.4,-42.1
ADN1.DE,adaptive,M-adx+rsi,long,0,adaptive / M-adx+rsi / long / str>=0,7,7,0,28.6,1.83,12.9,17.4,-29.7
ADN1.DE,adaptive,M-adx+rsi,long,4,adaptive / M-adx+rsi / long / str>=4,3,3,0,33.3,2.44,15.0,17.4,-24.6
ADN1.DE,adaptive,M-adx+rsi,long+short,0,adaptive / M-adx+rsi / long+short / str>=0,22,7,15,27.3,0.65,-43.4,17.4,-54.1
ADN1.DE,adaptive,M-adx+rsi,long+short,4,adaptive / M-adx+rsi / long+short / str>=4,9,3,6,22.2,1.15,-3.3,17.4,-25.3
ADN1.DE,classic1.5,none,long,0,classic1.5 / none / long / str>=0,43,43,0,32.6,1.08,-14.2,17.4,-56.3
ADN1.DE,classic1.5,none,long+short,0,classic1.5 / none / long+short / str>=0,83,43,40,39.8,1.21,1.2,17.4,-49.7
ADN1.DE,classic1.5,W-adx+rsi,long,0,classic1.5 / W-adx+rsi / long / str>=0,19,19,0,42.1,2.25,57.8,17.4,-30.2
ADN1.DE,classic1.5,W-adx+rsi,long+short,0,classic1.5 / W-adx+rsi / long+short / str>=0,34,19,15,47.1,1.52,35.1,17.4,-37.4
ADN1.DE,classic1.5,W-adx,long,0,classic1.5 / W-adx / long / str>=0,20,20,0,40.0,2.02,48.3,17.4,-30.2
ADN1.DE,classic1.5,W-adx,long+short,0,classic1.5 / W-adx / long+short / str>=0,36,20,16,44.4,1.38,19.6,17.4,-37.4
ADN1.DE,classic1.5,W-rsi,long,0,classic1.5 / W-rsi / long / str>=0,31,31,0,35.5,1.46,20.9,17.4,-45.5
ADN1.DE,classic1.5,W-rsi,long+short,0,classic1.5 / W-rsi / long+short / str>=0,59,31,28,47.5,1.64,93.9,17.4,-37.2
ADN1.DE,classic1.5,M-adx+rsi,long,0,classic1.5 / M-adx+rsi / long / str>=0,15,15,0,33.3,0.97,-10.1,17.4,-43.9
ADN1.DE,classic1.5,M-adx+rsi,long+short,0,classic1.5 / M-adx+rsi / long+short / str>=0,36,15,21,36.1,0.78,-38.1,17.4,-53.2
ADN1.DE,classic2,none,long,0,classic2 / none / long / str>=0,30,30,0,26.7,0.94,-29.1,17.4,-66.2
ADN1.DE,classic2,none,long+short,0,classic2 / none / long+short / str>=0,56,30,26,35.7,1.21,-2.5,17.4,-52.8
ADN1.DE,classic2,W-adx+rsi,long,0,classic2 / W-adx+rsi / long / str>=0,12,12,0,50.0,4.26,95.9,17.4,-27.3
ADN1.DE,classic2,W-adx+rsi,long+short,0,classic2 / W-adx+rsi / long+short / str>=0,22,12,10,50.0,2.23,71.1,17.4,-33.1
ADN1.DE,classic2,W-adx,long,0,classic2 / W-adx / long / str>=0,12,12,0,50.0,4.26,95.9,17.4,-27.3
ADN1.DE,classic2,W-adx,long+short,0,classic2 / W-adx / long+short / str>=0,22,12,10,50.0,2.23,71.1,17.4,-33.1
ADN1.DE,classic2,W-rsi,long,0,classic2 / W-rsi / long / str>=0,21,21,0,28.6,1.3,3.0,17.4,-46.1
ADN1.DE,classic2,W-rsi,long+short,0,classic2 / W-rsi / long+short / str>=0,41,21,20,39.0,1.54,46.9,17.4,-47.2
ADN1.DE,classic2,M-adx+rsi,long,0,classic2 / M-adx+rsi / long / str>=0,10,10,0,40.0,1.1,-1.9,17.4,-35.4
ADN1.DE,classic2,M-adx+rsi,long+short,0,classic2 / M-adx+rsi / long+short / str>=0,21,10,11,47.6,1.09,-3.8,17.4,-37.9
ADN1.DE,classic3,none,long,0,classic3 / none / long / str>=0,16,16,0,18.8,0.99,-23.3,17.4,-63.6
ADN1.DE,classic3,none,long+short,0,classic3 / none / long+short / str>=0,33,16,17,30.3,1.16,-12.2,17.4,-59.4
ADN1.DE,classic3,W-adx+rsi,long,0,classic3 / W-adx+rsi / long / str>=0,8,8,0,25.0,1.73,19.6,17.4,-41.9
ADN1.DE,classic3,W-adx+rsi,long+short,0,classic3 / W-adx+rsi / long+short / str>=0,14,8,6,21.4,1.12,-12.3,17.4,-57.4
ADN1.DE,classic3,W-adx,long,0,classic3 / W-adx / long / str>=0,8,8,0,25.0,1.73,19.6,17.4,-41.9
ADN1.DE,classic3,W-adx,long+short,0,classic3 / W-adx / long+short / str>=0,14,8,6,21.4,1.12,-12.3,17.4,-57.4
ADN1.DE,classic3,W-rsi,long,0,classic3 / W-rsi / long / str>=0,12,12,0,16.7,1.02,-19.5,17.4,-57.3
ADN1.DE,classic3,W-rsi,long+short,0,classic3 / W-rsi / long+short / str>=0,24,12,12,25.0,1.05,-22.7,17.4,-53.8
ADN1.DE,classic3,M-adx+rsi,long,0,classic3 / M-adx+rsi / long / str>=0,6,6,0,16.7,0.85,-15.6,17.4,-41.9
ADN1.DE,classic3,M-adx+rsi,long+short,0,classic3 / M-adx+rsi / long+short / str>=0,14,6,8,21.4,0.57,-40.0,17.4,-53.6
ADN1.DE,classic4,none,long,0,classic4 / none / long / str>=0,10,10,0,30.0,1.53,15.4,17.4,-49.2
ADN1.DE,classic4,none,long+short,0,classic4 / none / long+short / str>=0,19,10,9,36.8,0.99,-29.2,17.4,-74.9
ADN1.DE,classic4,W-adx+rsi,long,0,classic4 / W-adx+rsi / long / str>=0,4,4,0,50.0,3.85,50.9,17.4,-31.1
ADN1.DE,classic4,W-adx+rsi,long+short,0,classic4 / W-adx+rsi / long+short / str>=0,7,4,3,28.6,1.14,-7.7,17.4,-56.4
ADN1.DE,classic4,W-adx,long,0,classic4 / W-adx / long / str>=0,4,4,0,50.0,3.85,50.9,17.4,-31.1
ADN1.DE,classic4,W-adx,long+short,0,classic4 / W-adx / long+short / str>=0,7,4,3,28.6,1.14,-7.7,17.4,-56.4
ADN1.DE,classic4,W-rsi,long,0,classic4 / W-rsi / long / str>=0,8,8,0,37.5,2.04,36.7,17.4,-39.9
ADN1.DE,classic4,W-rsi,long+short,0,classic4 / W-rsi / long+short / str>=0,14,8,6,35.7,0.96,-27.3,17.4,-67.9
ADN1.DE,classic4,M-adx+rsi,long,0,classic4 / M-adx+rsi / long / str>=0,3,3,0,33.3,1.95,11.5,17.4,-31.1
ADN1.DE,classic4,M-adx+rsi,long+short,0,classic4 / M-adx+rsi / long+short / str>=0,7,3,4,28.6,0.58,-31.6,17.4,-56.4
AIR.DE,adaptive,none,long,0,adaptive / none / long / str>=0,32,32,0,50.0,1.16,-0.6,175.9,-33.7
AIR.DE,adaptive,none,long,4,adaptive / none / long / str>=4,9,9,0,66.7,3.34,21.8,175.9,-18.5
AIR.DE,adaptive,none,long+short,0,adaptive / none / long+short / str>=0,46,32,14,41.3,0.65,-48.5,175.9,-63.0
AIR.DE,adaptive,none,long+short,4,adaptive / none / long+short / str>=4,10,9,1,60.0,2.96,20.0,175.9,-19.7
AIR.DE,adaptive,W-adx+rsi,long,0,adaptive / W-adx+rsi / long / str>=0,11,11,0,45.5,0.99,-4.3,175.9,-22.2
AIR.DE,adaptive,W-adx+rsi,long,4,adaptive / W-adx+rsi / long / str>=4,4,4,0,100.0,inf,23.1,175.9,-10.5
AIR.DE,adaptive,W-adx+rsi,long+short,0,adaptive / W-adx+rsi / long+short / str>=0,17,11,6,35.3,0.49,-32.5,175.9,-43.7
AIR.DE,adaptive,W-adx+rsi,long+short,4,adaptive / W-adx+rsi / long+short / str>=4,4,4,0,100.0,inf,23.1,175.9,-10.5
AIR.DE,adaptive,W-adx,long,0,adaptive / W-adx / long / str>=0,11,11,0,45.5,0.99,-4.3,175.9,-22.2
AIR.DE,adaptive,W-adx,long,4,adaptive / W-adx / long / str>=4,4,4,0,100.0,inf,23.1,175.9,-10.5
AIR.DE,adaptive,W-adx,long+short,0,adaptive / W-adx / long+short / str>=0,17,11,6,35.3,0.49,-32.5,175.9,-43.7
AIR.DE,adaptive,W-adx,long+short,4,adaptive / W-adx / long+short / str>=4,4,4,0,100.0,inf,23.1,175.9,-10.5
AIR.DE,adaptive,W-rsi,long,0,adaptive / W-rsi / long / str>=0,26,26,0,46.2,0.98,-9.4,175.9,-31.0
AIR.DE,adaptive,W-rsi,long,4,adaptive / W-rsi / long / str>=4,7,7,0,71.4,8.78,19.9,175.9,-11.9
AIR.DE,adaptive,W-rsi,long+short,0,adaptive / W-rsi / long+short / str>=0,35,26,9,37.1,0.55,-45.1,175.9,-57.0
AIR.DE,adaptive,W-rsi,long+short,4,adaptive / W-rsi / long+short / str>=4,8,7,1,62.5,5.9,18.1,175.9,-13.2
AIR.DE,adaptive,M-adx+rsi,long,0,adaptive / M-adx+rsi / long / str>=0,20,20,0,50.0,0.71,-19.1,175.9,-33.7
AIR.DE,adaptive,M-adx+rsi,long,4,adaptive / M-adx+rsi / long / str>=4,6,6,0,83.3,2.55,9.7,175.9,-13.8
AIR.DE,adaptive,M-adx+rsi,long+short,0,adaptive / M-adx+rsi / long+short / str>=0,24,20,4,41.7,0.4,-47.6,175.9,-57.1
AIR.DE,adaptive,M-adx+rsi,long+short,4,adaptive / M-adx+rsi / long+short / str>=4,7,6,1,71.4,2.17,8.1,175.9,-15.1
AIR.DE,classic1.5,none,long,0,classic1.5 / none / long / str>=0,69,69,0,36.2,0.7,-50.0,175.9,-60.2
AIR.DE,classic1.5,none,long+short,0,classic1.5 / none / long+short / str>=0,97,69,28,33.0,0.55,-78.0,175.9,-82.8
AIR.DE,classic1.5,W-adx+rsi,long,0,classic1.5 / W-adx+rsi / long / str>=0,33,33,0,30.3,0.58,-31.7,175.9,-40.1
AIR.DE,classic1.5,W-adx+rsi,long+short,0,classic1.5 / W-adx+rsi / long+short / str>=0,47,33,14,29.8,0.52,-50.0,175.9,-60.1
AIR.DE,classic1.5,W-adx,long,0,classic1.5 / W-adx / long / str>=0,33,33,0,30.3,0.58,-31.7,175.9,-40.1
AIR.DE,classic1.5,W-adx,long+short,0,classic1.5 / W-adx / long+short / str>=0,47,33,14,29.8,0.52,-50.0,175.9,-60.1
AIR.DE,classic1.5,W-rsi,long,0,classic1.5 / W-rsi / long / str>=0,59,59,0,35.6,0.63,-47.5,175.9,-55.3
AIR.DE,classic1.5,W-rsi,long+short,0,classic1.5 / W-rsi / long+short / str>=0,80,59,21,33.8,0.5,-73.0,175.9,-79.0
AIR.DE,classic1.5,M-adx+rsi,long,0,classic1.5 / M-adx+rsi / long / str>=0,41,41,0,36.6,0.85,-24.6,175.9,-39.2
AIR.DE,classic1.5,M-adx+rsi,long+short,0,classic1.5 / M-adx+rsi / long+short / str>=0,49,41,8,32.7,0.59,-54.1,175.9,-63.0
AIR.DE,classic2,none,long,0,classic2 / none / long / str>=0,44,44,0,43.2,1.16,-0.9,175.9,-39.1
AIR.DE,classic2,none,long+short,0,classic2 / none / long+short / str>=0,61,44,17,39.3,0.73,-48.8,175.9,-64.2
